handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions
carrace,Tengku Muhammad,Zikrie Maulana,active,http://static.lolesports.com/players/1679561909112_placeholder.png,DOM,"killjoy, omen, brimstone",481,0.98,193.6,0.94,71%,127.8,0.68,0.23,0.07,0.09,23%,22%,FALSE,Male,INDONESIA,Indonesian,
RiseN,ALDI,Bong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DOM,"killjoy, cypher, astra",1472,0.91,196.7,0.88,68%,129.4,0.67,0.24,0.12,0.11,26%,10%,FALSE,Male,INDONESIA,Indonesian,
ValdyN,Rivaldy ,Navian,active,http://static.lolesports.com/players/1673877363025_placeholder.png,AE,"jett, cypher, sova",2087,1,198.9,0.96,73%,129,0.7,0.34,0.09,0.09,24%,12%,FALSE,Male,Indonesia,Indonesian,
TRIPCIEW,Minh Cï¿½ï¿½ï¿½ï¿½ï¿½,Vï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RLF,"omen, sova, breach",841,0.9,178.7,0.83,65%,122.2,0.62,0.26,0.05,0.09,29%,15%,FALSE,Male,Vietnam,Vietnamese,
Anashi,Barth,Lukesh Ubrani,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BZE,"breach, sova, fade",680,0.73,154.3,0.63,64%,103.5,0.5,0.33,0.05,0.09,23%,4%,FALSE,Male,MALAYSIA,Malay,
Moefcute,Phï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Dï¿½ï¿½ï¿½ï¿½,active,,UBT,"jett, raze, reyna",2218,0.92,208.9,0.94,66%,135.3,0.73,0.16,0.16,0.17,29%,14%,FALSE,Male,MALAYSIA,Malay,
Ri0,Atharv  ,Ahire,active,http://static.lolesports.com/players/1678786908298_placeholder.png,TRS,"sova, fade, skye",3653,0.83,163.1,0.74,65%,110.7,0.54,0.29,0.05,0.08,24%,11%,FALSE,Male,VIETNAM,Vietnamese,
Yanagi,Cobar,Jeremy,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Balb,"kayo, sage, chamber",1023,0.84,173.9,0.8,65%,114.6,0.61,0.3,0.1,0.11,20%,11%,FALSE,Male,Philippines,Filipino/English,
JoshF,Joshua Paul,Flores,active,http://static.lolesports.com/players/1679920017658_placeholder.png,ZOL,"omen, astra, viper",267,0.81,148.1,0.71,63%,97.5,0.54,0.28,0.04,0.07,27%,16%,FALSE,Male,UNITED KINGDOM,English,
Kachow,Co,Denise Dominique,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DVT,"breach, jett, killjoy",1255,0.87,181.7,0.81,65%,124.3,0.62,0.3,0.08,0.12,20%,15%,FALSE,Female,UNITED KINGDOM,English,
SomeThai,Le Huy Khiem,Tran,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,2K,"astra, omen, viper",472,0.6,145,0.58,54%,95.9,0.49,0.28,0.07,0.16,29%,18%,FALSE,Male,PHILIPPINES,Filipino/English,
bioforst,Tan Phat,Huynh,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+2),"cypher, harbor, killjoy",226,0.96,213.9,0.99,69%,137.2,0.77,0.23,0.14,0.15,28%,36%,FALSE,Male,VIETNAM,Vietnamese,
RushB,Darryl ,See,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOM,"sova, sage, breach",269,0.7,139.2,0.6,65%,96.3,0.47,0.26,0.05,0.08,21%,11%,FALSE,Male,VIETNAM,Vietnamese,
Co1d,Chok,Yun Seng,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,YGGP,"jett, killjoy, chamber",230,0.73,179.2,0.73,61%,123,0.62,0.15,0.11,0.18,25%,25%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
spyko,Ramli,Rochino,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ARF,"omen, astra, brimstone",1088,0.97,185.5,0.9,71%,121.1,0.65,0.27,0.1,0.1,22%,12%,FALSE,Male,MALAYSIA,Malay,
Raigard,Thanasit,Seang-on,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SG,"omen, raze, kayo",2712,0.93,197.2,0.9,67%,125.3,0.68,0.3,0.11,0.12,22%,16%,FALSE,Male,Thailand,Thai,
Meltings,Joshua Lim,Jian Xiong,active,,NGZ,"jett, chamber, breach",439,0.9,182.9,0.81,66%,122.7,0.63,0.27,0.08,0.08,25%,10%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Slash,Jinsol,Park,active,,THA,"jett, raze, chamber",630,0.77,186.5,0.76,63%,126.4,0.64,0.19,0.16,0.21,22%,16%,FALSE,Female,South Korea,Korean,
grumble,Ong Jing ,Zhou,active,http://static.lolesports.com/players/1680005090912_placeholder.png,DSG,"sova, cypher, viper",1081,1.09,213,1.13,74%,146.2,0.76,0.28,0.07,0.06,38%,12%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
Gnaru,Banaobra,Aaron Stefano,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZOL,"sova, skye, fade",717,0.85,169.7,0.81,67%,114.4,0.6,0.29,0.07,0.09,33%,19%,FALSE,Male,Philippines,Filipino/English,
psy,Simar ,Sethi,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,MDL,"sova, jett, kayo",5770,0.97,198.5,0.92,70%,132.2,0.68,0.29,0.09,0.11,22%,9%,FALSE,Male,India,Hindi/English,
1TaPGOD,Sahil Sanjay ,Duble,active,http://static.lolesports.com/players/1682507962595_placeholder.png,ACE,"jett, raze, omen",2993,0.9,202.6,0.9,65%,133.9,0.71,0.2,0.15,0.16,27%,13%,FALSE,Male,INDIA,Hindi/English,
Boogeyyy,Azucena,Khiloy,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Balb,"killjoy, sage, jett",673,1.01,210.1,0.99,69%,140.7,0.74,0.22,0.11,0.09,29%,9%,FALSE,Female,Philippines,Filipino/English,
Fuzzie,Quang Hien,Ngo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,TEAR,"astra, sova, skye",289,0.88,184.1,0.79,69%,123.6,0.62,0.31,0.1,0.09,28%,8%,FALSE,Male,VIETNAM,Vietnamese,
Chloettw,Chloe,Ting Ting,active,,QYG,"killjoy, sage, sova",1205,1.1,234.6,1.12,76%,148.5,0.8,0.28,0.1,0.07,13%,13%,FALSE,Female,Singapore,English/Malay/Mandarin/Tamil,
Fung3,ZIH FONG ,HUANG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+7),"omen, sova, breach",1423,0.9,174.6,0.86,69%,115.6,0.62,0.25,0.08,0.1,27%,22%,FALSE,Male,Hong Kong,Cantonese/English,
rAb1q,Chen,Bo ting,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,STPL,"sova, omen, breach",657,0.93,179.1,0.85,70%,123.3,0.62,0.32,0.05,0.05,23%,16%,FALSE,Male,Taiwan,Mandarin,
hikkA,Mohamed Shakir  ,Abdul Razak,active,http://static.lolesports.com/players/1678963800065_placeholder.png,GRY,"skye, sage, raze",3676,0.84,176,0.81,67%,116.2,0.61,0.25,0.07,0.08,18%,12%,FALSE,Male,SRI LANKA,Sinhala/Tamil,
Sing,SHENG HUEI,HE,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RSG,"omen, viper, astra",1092,0.9,188,0.94,74%,123.3,0.67,0.33,0.07,0.08,22%,15%,FALSE,Male,Hong Kong,Cantonese/English,
mystral,Khor,Xiun Wei,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,202,"viper, astra, omen",202,0.77,153.2,0.69,62%,103.8,0.53,0.24,0.03,0.07,24%,19%,FALSE,Male,VIETNAM,Vietnamese,
persona11,Muhammad Khairulrizal,Bin Maksom,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,Crac,"raze, jett, neon",210,0.87,193.6,0.88,64%,132.1,0.69,0.17,0.12,0.15,20%,13%,FALSE,Male,VIETNAM,Vietnamese,
Mihlog,Minh Long,Tï¿½ï¿½,active,http://static.lolesports.com/players/1675076481482_silhouette_transparent.png,FPT,"sova, kayo, fade",531,1.07,208.4,1.04,71%,138.5,0.74,0.33,0.08,0.08,27%,14%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
BeYours,Al Fadil,Alhasni,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VYG,"killjoy, sage, cypher",335,0.89,167.3,0.82,67%,110.7,0.62,0.24,0.05,0.07,22%,15%,FALSE,Male,VIETNAM,Vietnamese,
Kurtesy,Kurt Francis Morales,Cinco,active,http://static.lolesports.com/players/1628490112227_1599762334741_silhouette.png,OAS,"sova, breach, raze",1111,0.88,169.3,0.8,70%,115.6,0.57,0.31,0.05,0.07,24%,9%,FALSE,Male,Philippines,Filipino/English,
Yukxx,Yukee Erickson,Lampa,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,VLT,"jett, killjoy, omen",225,0.95,216.5,0.9,66%,145.8,0.77,0.24,0.11,0.13,35%,27%,FALSE,Male,ARGENTINA,Spanish,
bmv,Bï¿½ï¿½,Minh Vï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,UNC,"breach, cypher, sova",2300,0.95,180.6,0.92,73%,117.9,0.65,0.3,0.06,0.08,29%,13%,FALSE,Male,Vietnam,Vietnamese,
Yawnpeek,Hyun Phil,Persia,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"raze, kayo, sova",352,0.75,168.8,0.68,64%,115.5,0.54,0.27,0.09,0.13,18%,9%,FALSE,Male,PHILIPPINES,Filipino/English,
Ching,Perez Enrico  ,Manalo,active,http://static.lolesports.com/players/1627632037728_1599762334741_silhouette.png,1MS,"sova, omen, jett",3993,0.99,197.1,0.97,70%,129.3,0.7,0.25,0.08,0.08,26%,11%,FALSE,Male,Philippines,Filipino/English,
alfin,Alvin,Ong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AVM,"killjoy, chamber, omen",337,0.9,174.8,0.89,65%,112.7,0.62,0.2,0.09,0.11,13%,6%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
ZesBeeW,Muhammad,Musharraf Bin Mohtar,active,http://static.lolesports.com/players/1673875115447_placeholder.png,BME,"jett, omen, sage",5247,1.09,231.3,1.18,73%,147.5,0.82,0.23,0.14,0.11,22%,12%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
Johms,Johmil,de leon,active,http://static.lolesports.com/players/1679920412230_placeholder.png,VAL,phoenix,246,0.75,164.4,0.65,67%,113.8,0.53,0.38,0.05,0.1,22%,8%,FALSE,Male,PHILIPPINES,Filipino/English,
Sevy,Yves Benlor,Villarta,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"omen, viper, brimstone",312,0.74,158.8,0.68,63%,105.6,0.54,0.29,0.04,0.06,26%,6%,FALSE,Male,PHILIPPINES,Filipino/English,
izze,Homsuwan,Katekamon,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NF,"killjoy, sova, skye",1400,0.98,192.2,0.94,71%,132,0.65,0.24,0.07,0.05,18%,15%,FALSE,Female,PHILIPPINES,Filipino/English,
reeq,Riky,Efrizal,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,CNL,"viper, omen, skye",2153,0.9,181.6,0.85,70%,120.1,0.63,0.31,0.07,0.08,26%,10%,FALSE,Male,THAILAND,Thai,
splashske,Nevin,Aw,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,237,"jett, chamber, brimstone",237,0.82,186.4,0.84,63%,126.3,0.67,0.12,0.12,0.2,29%,7%,FALSE,Male,INDONESIA,Indonesian,
Symbol,El Salvador,Ramos,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Jopa,"sova, breach, raze",1113,0.96,184.7,0.93,72%,123.9,0.65,0.28,0.06,0.05,27%,14%,FALSE,Male,Philippines,Filipino/English,
real,Purit,Charoenpongsapun,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NKT,"jett, raze, neon",649,0.84,208,0.87,66%,134.6,0.7,0.17,0.18,0.23,22%,18%,FALSE,Male,THAILAND,Thai,
DELEND,Thanaboon,Tungsupsatit,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,INVI,"astra, viper, omen",1789,0.92,177,0.87,70%,118,0.61,0.34,0.05,0.08,28%,15%,FALSE,Male,THAILAND,Thai,
SantaGolf,Chanitpak,Suwanaprateep,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SG,"killjoy, cypher, astra",5797,0.99,178.6,0.99,73%,116.1,0.65,0.22,0.06,0.06,20%,16%,FALSE,Female,THAILAND,Thai,
fluffy,Muhammad,Hazmi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ETH,"jett, cypher, raze",229,0.97,220.5,0.91,64%,146.6,0.75,0.17,0.16,0.15,27%,5%,FALSE,Male,THAILAND,Thai,
FOG,Lï¿½ï¿½ï¿½ï¿½ï¿½,Phï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FOG,"jett, raze, reyna",894,0.87,207.2,0.99,68%,129.6,0.72,0.19,0.12,0.13,16%,13%,FALSE,Male,Vietnam,Vietnamese,
Sadge,Thï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FCY,"raze, omen, brimstone",1086,0.93,208.4,0.93,69%,133.2,0.71,0.25,0.1,0.12,23%,12%,FALSE,Male,VIETNAM,Vietnamese,
Pr0digy,Phuong Duy,Ta,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RLF,"reyna, clove, iso",466,0.93,194.3,0.89,69%,130.1,0.68,0.27,0.1,0.13,32%,20%,FALSE,Male,VIETNAM,Vietnamese,
maestr0,Yann Erick,Caixeta de Melo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+1),"omen, jett, raze",203,0.79,173.2,0.73,63%,119.7,0.59,0.28,0.08,0.12,24%,10%,FALSE,Male,VIETNAM,Vietnamese,
Kafka,Christofer ,Bryan Widjieanto,active,http://static.lolesports.com/players/1673877865452_placeholder.png,Ora,"astra, viper, brimstone",385,0.89,192.5,0.84,67%,130.1,0.67,0.28,0.09,0.09,27%,11%,FALSE,Male,BRAZIL,Portuguese,
Ash,Ha,Hyun Cheol,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MEOW,"jett, raze, neon",349,0.93,213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%,FALSE,Male,South Korea,Korean,
